"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Čtverák"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_4"		"V čem je, u všech všudy, HÁČEK?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_5"		"Moment, utáhnu tady ten popruh. A je to."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_6"		"Ano, tenhle ozdobný plát ti padne jako na míru."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_7"		"Mimochodem, to je opravdová lidská lebka. Nemohu říct čí, ale byl to někdo VELMI proslulý."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder__title_0"		"Papa Wanga's Basket"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_0"		"V čem je háček, můj milý hrdino? V tom, že to nemá ŽÁDNÝ háček."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_1"		"Takže vlastně jeden háček."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_2"		"Vše, co tu dnes v noci nabízím – včetně tohohle fešného kokosového košíku – je zdarma."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_3"		"Bez jakýchkoli závazků. I kdybych chtěl, k žádné z těchto transakcí nemohu přidat ani sebemenší dluh."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_4"		"Dokonce i skromné desetiprocentní dýško by vyvolalo ostrou bolest v mých kostech. Jak se tomu říká... v morku kostí?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_5"		"Ano, morek mých kostí by se proměnil ve vroucí červy nebo něco podobného. Už se to několikrát stalo a věř mi, že to je zatraceně nepříjemné."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_6"		"A tím se dostáváme k mému tragickému, ale zároveň strhujícímu příběhu."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_7"		"Neboj se vlka nic, vyprávění začíná."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon__title_0"		"Papa Wanga's Staff"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_0"		"Na, přidej k tomu ještě tuhle hůl. A já teď ustoupím, otočím se a budu předstírat, že tě s tím vším na sobě vidím poprvé. Jdeme na to."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_1"		"Páni, tobě to ale sekne! Musím trvat na tom, aby sis odnesl celý set."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_2"		"A jak už jsem říkal, ten měšec zase schovej. Nevezmu... a ani si NEMOHU vzít... jediný zlaťák."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_3"		"A co se toho slíbeného strastiplného příběhu týče... je to pro mě bolestivá a upřímně řečeno ponižující vzpomínka."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_4"		"Vlastně bych tě s tím vůbec nezatěžoval, kdybych technicky vzato NEMUSEL..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_5"		"Ale k tomu se dostaneme."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder__title_0"		"Morrigan's Fury"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_0"		"Mohl by ses na chvíli přikrčit? Vyzkouším ti tuhle zbroj..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_1"		"Morriganina zuřivost. Padne jako ulitá."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_2"		"Kde jsem to skončil? Ach ano, můj tragický příběh. Připrav si kapesník, protože jen málokteré oko dokáže zůstat suché."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_3"		"Kdysi dávno, ve fantastickém světě, který se jen stěží podobá kruté realitě přítomnosti, jsem byl členem vyhlášené skupiny dobrodruhů!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_4"		"Byli jsme nebojácní! Drzí! Bezohlední! Pošetilí! A jestli se ti zdá, že ony superlativy postupně ztrácí na pozitivitě a začínají směřovat k nevyhnutelnému a velkolepému pádu..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_5"		"... i na to dojde."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs__title_0"		"Morrigan's Misery"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_0"		"Ne, nebyl jsem tank, který by rozrážel cestu. Ani střelec poskytující podporu z dálky."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_1"		"Mohl bys prosím zvednout nohu? Neváhej se o mě opřít, jsem stabilní jako dobře rostlý dub. A je to, Morriganino utrpení."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_2"		"Já zastával MNOHEM důležitější roli! A operoval jsem z ještě VĚTŠÍ dálky! Byl jsem totiž ZÁSOBOVAČ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_3"		"Logistický génius udržující bojovou pohotovost skupiny svými nedocenitelnými dovednostmi v oblastech zaopatřování, opravování a strategického přerozdělování. Takříkajíc jsem vedl útok zezadu."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_4"		"Hrady, jeskyně, kobky! Žádný úkol pro nás nebyl příliš obtížný! Žádná překážka pro nás–"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_5"		"Vidím, že se začínáš nudit, takže přejdu k jádru věci. Samozřejmě se objevil úkol, který pro nás BYL příliš obtížný. Jinak bych tu přeci nebyl."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head__title_0"		"Morrigan's Measure"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_0"		"Nasaď si tady Morriganino odhodlání. To jsou mimochodem skutečná pera ostrivijského bažinového pštrosa. Nebo možná pellivijského létajícího bobra. Tak jako tak, to zvíře už vyhynulo."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_1"		"Zpět k mému tragickému příběhu. Hned od začátku toho úkolu nic nešlo, jak mělo."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_2"		"Za každými dveřmi kostlivci. Za každou tajnou chodbou kostlivci. Uvnitř každé truhly kostlivci."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_3"		"Ano, s NĚJAKÝMI kostlivci jsme počítali, koneckonců to byla kobka, ale tamní hustota kostlivců na metr čtvereční byla jednoduše absurdní."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_4"		"Polovinu skupiny strávily nepředstavitelně temné stíny."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_5"		"A i v nich byli kostlivci, takže se to neobešlo bez spousty křiku."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_6"		"A pak se objevili další kostlivci. Zkrátka a dobře, všechno šlo do kytek. Nebo spíš pod kytky."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon__title_0"		"Morrigan's Malice"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_0"		"Momentík, k tomuhle patří ještě zbraň, kam jsem ji jenom dal... ha, tady je! Morriganina zloba!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_1"		"Pozor, je ostrá. A taky září. Být tebou, tak ji držím za rukojeť, protože ty zářivé části by ti na kůži neudělaly dobře. Ano, takhle."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_2"		"A teď k problému. Mohl jsem všechny členy své skupiny vyléčit kouzelnými toniky nejvyšší kvality? Nebo jim poskytnout prvotřídní zbraně podobné té, kterou právě máváš ve vzduchu?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_3"		"Technicky vzato ano. A ještě techničtěji vzato mě o to žádali."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_4"		"Ale upřímně? Stejně neměli šanci. Je jedna věc prolézt kobku a jiná kobku prolézt po čtyřech."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_5"		"Abych to tedy zkrátil, moudře jsem se rozhodl..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_6"		"... že si všechny zásoby ponechám."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms__title_0"		"Drakon's Deed Gauntlets"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_0"		"Drakonův skutek. Z toho setu jsi nespustil oči, co jsem ho vybalil."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_1"		"Ano, je zdarma a můžeš si ho vzít."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_2"		"Je to nicméně klenot mé sbírky, a tak doufám, že si ho budeš vážit."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_3"		"S něčím tak cenným bych se nikdy nerozloučil, kdyby mě k tomu nenutila kletba."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_4"		"Ale to vyzrazuji konec svého tragického příběhu. Pojďme ho dotáhnout, než to ještě víc zkazím."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_5"		"Nakonec jsem zůstal jenom já a boss kobky. Jedna z takových těch obrovských, nepředstavitelně děsivých starobylých příšer, vždyť to znáš."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_6"		"Ústa tam, kde mají být oči, a naopak. Ani omylem jsem se s ním nechystal bojovat."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_7"		"Měl jsem namířeno k východu, když vtom mě boss zastavil."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_8"		"A ZLE na mě pohlédl nespočtem svých očí."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head__title_0"		"Drakon's Deed Helm"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_0"		"Když se trochu předkloníš, nasadím ti tu přilbu."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_1"		"Uf, ta má tak čtyřicet kilo. To nemůže být dobré pro páteř."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_2"		"Takže. Vládce kobky mě zastavil, zaměřil na mě všechny své oči a věř tomu, nebo ne, na starobylou děsivou příšeru na mě vychrlil až překvapivě SILNÁ slova o mém přístupu ke spolupráci."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_3"		"Měl za to, že jsem nějaký chamtivý zbabělec."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_4"		"To se pochopitelně mýlil, ale protože mě držel v chapadlech kdesi na dně kobky, nemohl jsem mu to moc rozmlouvat. Takže mě PROKLEL."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_5"		"I když trval na tom, že to není kletba, ale spíš morální ponaučení."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs__title_0"		"Drakon's Deed Tassets"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_0"		"Dopadlo to zkrátka tak, že za to, co pán kobky považoval za odpornou chamtivost a zbabělost, už si nikdy nemůžu ponechat nic cenného."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_1"		"Jsem donucen, ne, odsouzen k tomu, rozdávat všechny své drahé věci, a jak můžeš vidět, na ničem nešetřím."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_2"		"Což mi připomíná: ty chrániče kolen jsou z ryzího zlata, takže si v nich neklekej, jinak je odřeš."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_3"		"Hm, ano, taky slyším to vrzání. Zkus se v nich trochu projít, ať se rozhýbou."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders__title_0"		"Drakon's Deed Pauldrons"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_0"		"Tyhle nárameníky jsou zase z ryzího bronzu. Odhadem nejmíň devadesát kilo."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_1"		"Ne že by to byl problém pro tak statného hrdinu, jako jsi ty."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_2"		"Pokud bys ale NÁHODOU začal cítit ochromující bolest v ramenou, s velkou pravděpodobností za to budou moct ty nárameníky. Tak je kdyžtak přines a trochu je odstrojíme."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_3"		"Kde jsem to byl? Pravda, navždy prokletý protoplazmickým děsem a odsouzený rozdávat všechny své věci."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_4"		"A víš, co je na tom nejhorší? Aby si nikdo nespletl moje bezbřehé rozdávání s přirozenou štědrostí..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_5"		"... jsem NAVÍC odsouzen k tomu vysvětlit původ svých nesnází každému, kdo se zeptá."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_6"		"A každému, kdo se nezeptá."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_7"		"COŽ JSEM PRÁVĚ UDĚLAL! To kdyby náhodou nějaké starobylé monstrum poslouchalo jako posledně..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back__title_0"		"Drakon's Deed Banners"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_0"		"A tady to máš. Tragická minulost bývalého zásobovače Čtveráka."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_1"		"Který je odsouzený rozdávat své drahocenné poklady komukoli, kdo alespoň trochu vypadá jako hrdina."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_2"		"A který je navíc nucený sdílet svůj ponižující příběh, ať už se ho někdo zeptá, nebo ne."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_3"		"Jednoduše srdcervoucí. Pro mě, samosebou."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_4"		"Ty se na mně napakuješ jako bandita. Kdyby tě viděl nějaký strážník, obviní tě z krádeže."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_5"		"Jak ti vlastně sedí ten zadní díl brnění? Pravý bronz, stejně jako ty nárameníky. Dobrých 230 kilo. Ale za pohybu to ani nepoznáš."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_6"		"Přesto bych doporučoval pohyb jenom v noci. Ten bronz se na sluníčku umí nepěkně zahřát."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon__title_0"		"Drakon's Deed Lance"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_0"		"A na závěr opravdový kousek umění: kopí Drakonova skutku. Bez toho by nebyl kompletní žádný válečný ansámbl."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_1"		"SEK! PÍCH! VŽUM! Tenhle mazlík krájí i vzduch!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_2"		"Hrůzu nahánějící nástroj zkázy schopný takového masakru, až by se jeden téměř cítil poctěn stát proti jeho ostrému konci!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_3"		"A tím jsi mě, můj milý, obral o všechno. Tohle byl poslední kousek mé sbírky. A taky moje poslední sardinka."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_4"		"Dary byly rozdány, příběh byl dovyprávěn a naše setkání dosáhlo přirozeného konce."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_5"		"Ponechám tě tedy tvému osudu... SBOHEM!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_6"		"A kouzlo utajeného úklidu samozřejmě zase nefunguje, takže si to všechno sbalím jako hlupák, kterého všichni vidí."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_7"		"Ale! Možná se vrátím s dalšími dary, než měsíc dosáhne úplňku... za dva... za tři... za pár měsíců? Zkrátka se jednou možná vrátím."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_8"		"NIC NESLIBUJU! SBOHEM!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_9"		"Tak šup, už běž."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms__title_0"		"Drakon's Ire Gauntlets"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_0"		"Ty ses vrátil! Ale já už sbalil své deky, protože jsem tě nečekal... v tuhle hodinu."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_1"		"Kolik vůbec je hodin? Přijde mi, že tak tři ráno..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_2"		"No vážně, tři hodiny ráno."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_3"		"Tak tedy zdravím. S čím ti můžu pomoct?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_4"		"Abych byl upřímný, myslel jsem, že jsme spolu skončili. Dal jsem ti všechny své úžasné předměty a převyprávěl ti svůj tragický příběh."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_5"		"Aha, chápu. Chceš si prohlédnout támhlety rukavice. Drakonův vztek. Nedivím se ti, jsou perfektní."
